{'emp_no': 10001, 'name': 'Georgi Facello', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467664, 'name': 'Shmuel Bisiani', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467675, 'name': 'Inderjeet Mikschl', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467684, 'name': 'Eran Valtorta', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467693, 'name': 'Branimir Schrift', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467703, 'name': 'Aria Kawashima', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467711, 'name': 'Anneke Kamble', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467719, 'name': 'Katsuo Reutenauer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467729, 'name': 'Fabrizio Ranta', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 467738, 'name': 'Kien Zielinski', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 467748, 'name': 'Prodip Lowrie', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467756, 'name': 'Arco Portugali', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467765, 'name': 'Xiaobin Cunliffe', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 467775, 'name': 'Abdelwaheb Ponthieu', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467785, 'name': 'Subir Riesenhuber', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467793, 'name': 'Candido Cooley', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467801, 'name': 'Adhemar Baaleh', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467812, 'name': 'Jahangir Seuren', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467823, 'name': 'Pohua Ranft', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467833, 'name': 'Xiadong Ouhyoung', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467844, 'name': 'Jiang Bugrara', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467852, 'name': 'Geoffrey Stanger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467861, 'name': 'Nitsan Gomatam', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467869, 'name': 'Dharmaraja Wielonsky', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467879, 'name': 'Masanao Maksimenko', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467889, 'name': 'Chenyi Sichman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467898, 'name': 'Pramod Syang', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467907, 'name': 'Moheb Armand', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 467917, 'name': 'Katsuo Kalorkoti', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467928, 'name': 'Theirry Swift', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467939, 'name': 'Edwin Roohalamini', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467949, 'name': 'Filipe Itzfeldt', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467958, 'name': 'Jasminko McAffer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467968, 'name': 'Valery Werthner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467979, 'name': 'Luise Fortenbacher', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 467987, 'name': 'Tadahiro Waschkowski', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 467996, 'name': 'Sorina Pramanik', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468004, 'name': 'Sanjoy Koblick', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468014, 'name': 'Sarita Dalphin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468023, 'name': 'Mahmut Rathonyi', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468031, 'name': 'Niclas Terlouw', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468041, 'name': 'Mrinalini Lambe', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468051, 'name': 'Munehiko Peha', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468060, 'name': 'Mihalis Reinhart', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468070, 'name': 'Troy Rajcani', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468080, 'name': 'Kitty Setlzner', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468090, 'name': 'Along Bierman', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468100, 'name': 'Guoxiang Lambe', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468110, 'name': 'Khalid Shumilov', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468119, 'name': 'Pintsang Azadmanesh', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468130, 'name': 'Marit Siksek', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468138, 'name': 'Khalid Bellmore', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468147, 'name': 'Abdelaziz Chinal', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468155, 'name': 'Mark Prochazka', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468165, 'name': 'Armond Slutz', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468175, 'name': 'Girolamo Ranft', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468185, 'name': 'Nakhoon Pietracaprina', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468195, 'name': 'Shounak Sigstam', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468205, 'name': 'Nitsan Panangaden', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468213, 'name': 'Yolla Michaels', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468222, 'name': 'Chanjung Stranks', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468232, 'name': 'Sushant Awdeh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468240, 'name': 'Mahmut Furudate', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468248, 'name': 'DAIDA Brookman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468257, 'name': 'Xiaoqiang Hebden', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468266, 'name': 'Cathie Wilfing', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468276, 'name': 'Tetsurou Tibblin', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468284, 'name': 'Eldridge Lamba', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468292, 'name': 'Maik Morrow', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468301, 'name': 'Kristin Ibel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468309, 'name': 'Garnik Lichtman', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468319, 'name': 'Rafols Kaelbling', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468330, 'name': 'Lorien Kemmerer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468338, 'name': 'Masoud Schauser', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468348, 'name': 'Wanqing Kopetz', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468358, 'name': 'Bojan Varman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468369, 'name': 'Trygve Iacovou', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468377, 'name': 'Piyawadee Nooteboom', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468388, 'name': 'Boriana Scharstein', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468398, 'name': 'Toshimi Nicolson', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468408, 'name': 'Herb Skrikant', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468419, 'name': 'Alejandra Weisert', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468430, 'name': 'Tzvetan Benantar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468438, 'name': 'Patricia Ramsey', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468447, 'name': 'Eishiro Lieberherr', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468455, 'name': 'Aksel Begiun', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468464, 'name': 'Ingmar Beilner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468473, 'name': 'Hirochika Vandervoorde', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468483, 'name': 'Pohua Bednarek', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468492, 'name': 'Jahangir Schlenzig', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468501, 'name': 'Stein Hinsberger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468510, 'name': 'Kish Simmel', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468521, 'name': 'Gita Benantar', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468530, 'name': 'Luisa Roison', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468538, 'name': 'Reinhold Suri', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468547, 'name': 'Pramod Birrer', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468555, 'name': 'Shietung Gaughan', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468564, 'name': 'Kristin Coullard', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468575, 'name': 'Kendra Vanwelkenhuysen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468583, 'name': 'Beshir Demke', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468591, 'name': 'Ger Rubsam', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468599, 'name': 'Kish Kornatzky', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468610, 'name': 'Lijia Gilg', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468620, 'name': 'Paraskevi Majewski', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468628, 'name': 'Herbert Lorcy', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 468636, 'name': 'Jasminko Picci', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468646, 'name': 'Jinxi Underwood', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468656, 'name': 'Uri Morris', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468665, 'name': 'Xiping Kirkerud', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468676, 'name': 'Beshir DuCasse', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468686, 'name': 'Wuxu Biron', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468694, 'name': 'Olivera Rusmann', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468703, 'name': 'Valter Zlotek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468713, 'name': 'Tomofumi Gide', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468724, 'name': 'Bangqing Molenkamp', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468734, 'name': 'Doowon McClure', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468745, 'name': 'Paraskevi Bael', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468754, 'name': 'Tonia Hempstead', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468765, 'name': 'Ranga Geffroy', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468774, 'name': 'Godehard Vidya', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468782, 'name': 'Fun Huhdanpaa', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468790, 'name': 'Mohd Waschkowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468800, 'name': 'Haldon Veevers', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468810, 'name': 'Annemarie Lamma', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468820, 'name': 'Danil Ballarin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468828, 'name': 'Fayez Cullers', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468839, 'name': 'Satyanarayana Dalphin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468849, 'name': 'Masali Chachaty', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 468858, 'name': 'Christoper Kolinko', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468868, 'name': 'Udo Pollacia', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468879, 'name': 'Ymte Vigier', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468889, 'name': 'Mayuko Azumi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468898, 'name': 'Georg Kisuki', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468908, 'name': 'Lalit Baaleh', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468917, 'name': 'Limsoon Swick', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 468927, 'name': 'Youngkon Baby', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468936, 'name': 'Kannan Zucker', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468945, 'name': 'Lijia Badache', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 468956, 'name': 'Jasminko Serre', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468965, 'name': 'Przemyslawa Stifter', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468975, 'name': 'Eldridge Quittner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468985, 'name': 'Almudena Terwilliger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 468994, 'name': 'Diederik Hoppenstand', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469002, 'name': 'Jouko Bernardeschi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469011, 'name': 'Howell Kruskal', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469021, 'name': 'Martine Kleiser', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469029, 'name': 'Nidapan Remmele', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469039, 'name': 'Uta Swan', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469048, 'name': 'Chuanti Choobineh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469059, 'name': 'Margo Hofstetter', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 469067, 'name': 'Sudharsan Boudaillier', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469077, 'name': 'Richara Sidhu', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469086, 'name': 'Chinho Bakhtari', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469094, 'name': 'Pranav Calkin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469104, 'name': 'Nadjib Comellas', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469113, 'name': 'Seongbae Matteis', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469124, 'name': 'Kwangyoen Perelgut', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469135, 'name': 'Bartek Garnier', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469144, 'name': 'Roddy Bala', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469153, 'name': 'Gad Masaki', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469164, 'name': 'Baruch Lenart', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469174, 'name': 'Khoa Rousseau', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469184, 'name': 'Tomofumi Yurov', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469192, 'name': 'Guoxiang Falck', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469202, 'name': 'Shakhar Plotkin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469211, 'name': 'Vitaly Hiltgen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469220, 'name': 'Chandrasekaran Bultermann', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469229, 'name': 'Boutros Katalagarianos', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469239, 'name': 'Lokesh Gadepally', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469249, 'name': 'Saniya Rodiger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469257, 'name': 'Gino Gomatam', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469267, 'name': 'Zhigen Merey', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469277, 'name': 'Suzette Chinen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469288, 'name': 'Yakkov Auyong', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469298, 'name': 'Takahira McAffer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469309, 'name': 'Janalee Ponthieu', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469320, 'name': 'Vugranam Varman', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469331, 'name': 'Clyde Spell', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469339, 'name': 'Manu Streng', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469350, 'name': 'Subhash Ellozy', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469361, 'name': 'Gennadi Esposito', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469370, 'name': 'Khedija Berstel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469380, 'name': 'Munenori Bolsens', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469388, 'name': 'Yongmao Oskamp', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469399, 'name': 'Hongzhu Ruemmler', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469407, 'name': 'Matt Collette', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469415, 'name': 'Ramya Gecsei', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469425, 'name': 'Teunis Kampfer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469435, 'name': 'Gro Hasenauer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469445, 'name': 'Ranan Salvesen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469454, 'name': 'Ayakannu Teitelbaum', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469463, 'name': 'Divier Emden', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469473, 'name': 'Chuanyi Alameldin', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469482, 'name': 'Takahira Serov', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469491, 'name': 'Tsvetan Stranks', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469501, 'name': 'Marko Petersohn', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469509, 'name': 'Constantijn Kaiserswerth', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469518, 'name': 'Aamod Thimonier', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 469526, 'name': 'Radhakrishnan Ullian', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469534, 'name': 'Bedir Weisert', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469544, 'name': 'Pranay Kusakabe', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469552, 'name': 'Sanjai Panwar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469562, 'name': 'Makato Menyhert', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 469571, 'name': 'Gila Kusakari', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469580, 'name': 'Weiye Escriba', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469591, 'name': 'Morrie Borovoy', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469600, 'name': 'Mircea Conry', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469608, 'name': 'Boalin Merle', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 469617, 'name': 'Dannz Larfeldt', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469627, 'name': 'Anyuan Shihab', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469638, 'name': 'Zhonghui Gaughan', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469647, 'name': 'Xiaoqiang Kampfer', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469657, 'name': 'Sudhanshu Cesareni', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469666, 'name': 'Yifei Assaf', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469674, 'name': 'Shahid Zongker', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469682, 'name': 'Akemi Rosch', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469691, 'name': 'Nidapan Puppe', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469700, 'name': 'Rutger Kalorkoti', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469710, 'name': 'Somnath Khalil', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469721, 'name': 'Chaosheng Krichel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469731, 'name': 'Ramya Bierman', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469742, 'name': 'Hideyuki Radwan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469751, 'name': 'Mokhtar Valette', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469760, 'name': 'Yannik Templeman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469769, 'name': 'Ewing Pelz', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 469778, 'name': 'Sanjiv Erie', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469788, 'name': 'Nevio Mansanne', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469797, 'name': 'Geoff Bach', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 469807, 'name': 'Bangqing Huxford', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469817, 'name': 'Elvia Gubsky', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469825, 'name': 'Shaunak Bierman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469836, 'name': 'Mitchel Kabayashi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469845, 'name': 'Phillip Binkley', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469853, 'name': 'Ramalingam Holburn', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469861, 'name': 'Matt Baer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469869, 'name': 'Munir Ruther', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469880, 'name': 'Filipp Ananiadou', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 469890, 'name': 'Barna Cardazo', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469899, 'name': 'Make Streng', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 469907, 'name': 'Sigeru Wuwongse', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469915, 'name': 'Armond Itzigehl', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 469923, 'name': 'Zvonko Sabnani', 'dept_no': 'd004', 'manager_no': 110420}
